date,station_id,station_name,area_type,PM2_5,PM10,NO2,O3,AQI
2019-04-02,Tianhe,天河站,商业区,42.7,79.9,32.5,24.0,111
2019-04-02,Yuexiu,越秀站,居民区,61.0,120.3,32.5,24.0,137
2019-04-02,Baiyun,白云站,工业区,66.9,126.7,32.5,24.0,146
2019-04-03,Tianhe,天河站,商业区,45.3,86.6,32.5,24.0,115
2019-04-03,Yuexiu,越秀站,居民区,30.7,53.5,32.5,24.0,94
2019-04-03,Baiyun,白云站,工业区,65.3,102.5,32.5,24.0,143
2019-04-04,Tianhe,天河站,商业区,47.6,83.7,32.5,24.0,118
2019-04-04,Yuexiu,越秀站,居民区,62.5,132.2,32.5,24.0,139
2019-04-04,Baiyun,白云站,工业区,58.6,103.7,32.5,24.0,134
2019-04-05,Tianhe,天河站,商业区,44.5,76.1,32.5,24.0,114
2019-04-05,Yuexiu,越秀站,居民区,50.9,84.0,32.5,24.0,123
2019-04-05,Baiyun,白云站,工业区,52.3,100.7,32.5,24.0,125
2019-04-06,Tianhe,天河站,商业区,49.2,80.7,32.5,24.0,120
2019-04-06,Yuexiu,越秀站,居民区,56.1,94.0,32.5,24.0,130
2019-04-06,Baiyun,白云站,工业区,65.4,128.4,32.5,24.0,143
2019-04-07,Tianhe,天河站,商业区,44.8,84.7,32.5,24.0,114
2019-04-07,Yuexiu,越秀站,居民区,45.7,80.4,32.5,24.0,115
2019-04-07,Baiyun,白云站,工业区,61.1,100.8,32.5,24.0,137
2019-04-08,Tianhe,天河站,商业区,43.8,65.3,32.5,24.0,113
2019-04-08,Yuexiu,越秀站,居民区,45.9,79.9,32.5,24.0,116
2019-04-08,Baiyun,白云站,工业区,60.6,106.1,32.5,24.0,137
2019-04-09,Tianhe,天河站,商业区,44.6,84.5,32.5,24.0,114
2019-04-09,Yuexiu,越秀站,居民区,56.0,93.5,32.5,24.0,130
2019-04-09,Baiyun,白云站,工业区,51.6,82.2,32.5,24.0,124
2019-04-10,Tianhe,天河站,商业区,41.7,72.1,32.5,24.0,110
2019-04-10,Yuexiu,越秀站,居民区,43.8,67.5,32.5,24.0,113
2019-04-10,Baiyun,白云站,工业区,58.7,107.8,32.5,24.0,134
2019-04-11,Tianhe,天河站,商业区,49.0,82.8,32.5,24.0,120
2019-04-11,Yuexiu,越秀站,居民区,46.4,75.0,32.5,24.0,116
2019-04-11,Baiyun,白云站,工业区,62.7,102.2,32.5,24.0,140
2019-04-12,Tianhe,天河站,商业区,48.9,70.5,32.5,24.0,120
2019-04-12,Yuexiu,越秀站,居民区,46.8,87.1,32.5,24.0,117
2019-04-12,Baiyun,白云站,工业区,64.7,151.4,32.5,24.0,142
2019-04-13,Tianhe,天河站,商业区,47.4,75.7,32.5,24.0,118
2019-04-13,Yuexiu,越秀站,居民区,48.8,70.5,32.5,24.0,120
2019-04-13,Baiyun,白云站,工业区,62.2,101.7,32.5,24.0,139
2019-04-14,Tianhe,天河站,商业区,51.2,86.5,32.5,24.0,123
2019-04-14,Yuexiu,越秀站,居民区,48.6,81.4,32.5,24.0,119
2019-04-14,Baiyun,白云站,工业区,79.4,137.9,32.5,24.0,163
2019-04-15,Tianhe,天河站,商业区,57.4,112.6,32.5,24.0,132
2019-04-15,Yuexiu,越秀站,居民区,53.1,99.5,32.5,24.0,126
2019-04-15,Baiyun,白云站,工业区,66.7,94.4,32.5,24.0,145
2019-04-16,Tianhe,天河站,商业区,43.1,84.9,32.5,24.0,112
2019-04-16,Yuexiu,越秀站,居民区,49.1,74.6,32.5,24.0,120
2019-04-16,Baiyun,白云站,工业区,62.5,133.8,32.5,24.0,139
2019-04-17,Tianhe,天河站,商业区,53.4,95.5,32.5,24.0,126
2019-04-17,Yuexiu,越秀站,居民区,56.6,97.7,32.5,24.0,131
2019-04-17,Baiyun,白云站,工业区,46.9,75.7,32.5,24.0,117
2019-04-18,Tianhe,天河站,商业区,55.5,96.9,32.5,24.0,129
2019-04-18,Yuexiu,越秀站,居民区,47.7,83.0,32.5,24.0,118
2019-04-18,Baiyun,白云站,工业区,81.0,172.1,32.5,24.0,166
2019-04-19,Tianhe,天河站,商业区,60.0,106.1,32.5,24.0,136
2019-04-19,Yuexiu,越秀站,居民区,51.7,77.4,32.5,24.0,124
2019-04-19,Baiyun,白云站,工业区,77.0,120.5,32.5,24.0,160
2019-04-20,Tianhe,天河站,商业区,46.5,73.4,32.5,24.0,116
2019-04-20,Yuexiu,越秀站,居民区,45.1,73.7,32.5,24.0,114
2019-04-20,Baiyun,白云站,工业区,57.3,96.9,32.5,24.0,132
2019-04-21,Tianhe,天河站,商业区,41.3,81.2,32.5,24.0,109
2019-04-21,Yuexiu,越秀站,居民区,41.3,76.2,32.5,24.0,109
2019-04-21,Baiyun,白云站,工业区,74.5,126.5,32.5,24.0,156
2019-04-22,Tianhe,天河站,商业区,40.2,70.4,32.5,24.0,107
2019-04-22,Yuexiu,越秀站,居民区,58.3,107.1,32.5,24.0,133
2019-04-22,Baiyun,白云站,工业区,58.0,110.0,32.5,24.0,133
2019-04-23,Tianhe,天河站,商业区,37.6,72.7,32.5,24.0,104
2019-04-23,Yuexiu,越秀站,居民区,52.5,91.3,32.5,24.0,125
2019-04-23,Baiyun,白云站,工业区,55.1,89.4,32.5,24.0,129
2019-04-24,Tianhe,天河站,商业区,48.6,99.4,32.5,24.0,119
2019-04-24,Yuexiu,越秀站,居民区,44.8,84.7,32.5,24.0,114
2019-04-24,Baiyun,白云站,工业区,43.3,72.8,32.5,24.0,112
2019-04-25,Tianhe,天河站,商业区,44.8,72.5,32.5,24.0,114
2019-04-25,Yuexiu,越秀站,居民区,42.5,70.9,32.5,24.0,111
2019-04-25,Baiyun,白云站,工业区,65.8,115.9,32.5,24.0,144
2019-04-26,Tianhe,天河站,商业区,29.9,41.1,32.5,24.0,93
2019-04-26,Yuexiu,越秀站,居民区,45.0,85.1,32.5,24.0,114
2019-04-26,Baiyun,白云站,工业区,37.0,63.0,32.5,24.0,103
2019-04-27,Tianhe,天河站,商业区,41.4,86.1,32.5,24.0,109
2019-04-27,Yuexiu,越秀站,居民区,46.6,87.5,32.5,24.0,117
2019-04-27,Baiyun,白云站,工业区,64.3,88.4,32.5,24.0,142
2019-04-28,Tianhe,天河站,商业区,50.2,92.5,32.5,24.0,122
2019-04-28,Yuexiu,越秀站,居民区,53.3,137.7,32.5,24.0,126
2019-04-28,Baiyun,白云站,工业区,43.3,92.9,32.5,24.0,112
2019-04-29,Tianhe,天河站,商业区,43.1,80.0,32.5,24.0,112
2019-04-29,Yuexiu,越秀站,居民区,49.2,84.3,32.5,24.0,120
2019-04-29,Baiyun,白云站,工业区,57.6,107.5,32.5,24.0,132
2019-04-30,Tianhe,天河站,商业区,34.8,67.8,32.5,24.0,100
2019-04-30,Yuexiu,越秀站,居民区,46.4,73.0,32.5,24.0,116
2019-04-30,Baiyun,白云站,工业区,58.7,120.5,32.5,24.0,134
2019-05-01,Tianhe,天河站,商业区,40.2,75.2,38.0,35.0,107
2019-05-01,Yuexiu,越秀站,居民区,42.8,83.5,38.0,35.0,111
2019-05-01,Baiyun,白云站,工业区,67.4,146.3,38.0,35.0,146
2019-05-02,Tianhe,天河站,商业区,42.5,82.2,38.0,35.0,111
2019-05-02,Yuexiu,越秀站,居民区,48.7,100.3,38.0,35.0,120
2019-05-02,Baiyun,白云站,工业区,54.5,106.3,38.0,35.0,128
2019-05-03,Tianhe,天河站,商业区,42.4,75.7,38.0,35.0,111
2019-05-03,Yuexiu,越秀站,居民区,48.7,90.1,38.0,35.0,120
2019-05-03,Baiyun,白云站,工业区,60.1,110.7,38.0,35.0,136
2019-05-04,Tianhe,天河站,商业区,54.0,107.8,38.0,35.0,127
2019-05-04,Yuexiu,越秀站,居民区,54.3,92.8,38.0,35.0,128
2019-05-04,Baiyun,白云站,工业区,53.0,105.5,38.0,35.0,126
2019-05-05,Tianhe,天河站,商业区,49.4,103.5,38.0,35.0,121
2019-05-05,Yuexiu,越秀站,居民区,43.7,76.6,38.0,35.0,112
2019-05-05,Baiyun,白云站,工业区,46.1,79.3,38.0,35.0,116
2019-05-06,Tianhe,天河站,商业区,50.2,85.7,38.0,35.0,122
2019-05-06,Yuexiu,越秀站,居民区,52.6,92.7,38.0,35.0,125
2019-05-06,Baiyun,白云站,工业区,64.1,100.7,38.0,35.0,142
2019-05-07,Tianhe,天河站,商业区,44.2,53.1,38.0,35.0,113
2019-05-07,Yuexiu,越秀站,居民区,46.7,68.8,38.0,35.0,117
2019-05-07,Baiyun,白云站,工业区,72.2,141.1,38.0,35.0,153
2019-05-08,Tianhe,天河站,商业区,46.7,98.3,38.0,35.0,117
2019-05-08,Yuexiu,越秀站,居民区,41.2,88.5,38.0,35.0,109
2019-05-08,Baiyun,白云站,工业区,69.7,122.1,38.0,35.0,150
2019-05-09,Tianhe,天河站,商业区,51.1,80.7,38.0,35.0,123
2019-05-09,Yuexiu,越秀站,居民区,42.1,70.6,38.0,35.0,110
2019-05-09,Baiyun,白云站,工业区,56.3,89.4,38.0,35.0,130
2019-05-10,Tianhe,天河站,商业区,51.7,90.3,38.0,35.0,124
2019-05-10,Yuexiu,越秀站,居民区,50.6,85.3,38.0,35.0,122
2019-05-10,Baiyun,白云站,工业区,44.4,82.4,38.0,35.0,113
2019-05-11,Tianhe,天河站,商业区,31.1,55.6,38.0,35.0,94
2019-05-11,Yuexiu,越秀站,居民区,38.2,83.9,38.0,35.0,105
2019-05-11,Baiyun,白云站,工业区,69.5,126.5,38.0,35.0,149
2019-05-12,Tianhe,天河站,商业区,51.9,84.7,38.0,35.0,124
2019-05-12,Yuexiu,越秀站,居民区,51.9,95.6,38.0,35.0,124
2019-05-12,Baiyun,白云站,工业区,63.5,130.6,38.0,35.0,141
2019-05-13,Tianhe,天河站,商业区,48.5,90.0,38.0,35.0,119
2019-05-13,Yuexiu,越秀站,居民区,36.1,58.1,38.0,35.0,102
2019-05-13,Baiyun,白云站,工业区,60.0,109.1,38.0,35.0,136
2019-05-14,Tianhe,天河站,商业区,36.3,82.8,38.0,35.0,102
2019-05-14,Yuexiu,越秀站,居民区,59.0,113.2,38.0,35.0,134
2019-05-14,Baiyun,白云站,工业区,61.8,108.6,38.0,35.0,138
2019-05-15,Tianhe,天河站,商业区,37.4,67.9,38.0,35.0,103
2019-05-15,Yuexiu,越秀站,居民区,49.9,77.4,38.0,35.0,121
2019-05-15,Baiyun,白云站,工业区,64.2,113.5,38.0,35.0,142
2019-05-16,Tianhe,天河站,商业区,31.2,50.7,38.0,35.0,95
2019-05-16,Yuexiu,越秀站,居民区,45.0,98.1,38.0,35.0,114
2019-05-16,Baiyun,白云站,工业区,66.2,101.5,38.0,35.0,145
2019-05-17,Tianhe,天河站,商业区,46.8,69.8,38.0,35.0,117
2019-05-17,Yuexiu,越秀站,居民区,55.8,95.2,38.0,35.0,130
2019-05-17,Baiyun,白云站,工业区,60.3,124.5,38.0,35.0,136
2019-05-18,Tianhe,天河站,商业区,35.2,53.6,38.0,35.0,100
2019-05-18,Yuexiu,越秀站,居民区,43.8,88.0,38.0,35.0,113
2019-05-18,Baiyun,白云站,工业区,47.2,58.2,38.0,35.0,117
2019-05-19,Tianhe,天河站,商业区,40.7,77.8,38.0,35.0,108
2019-05-19,Yuexiu,越秀站,居民区,56.7,96.8,38.0,35.0,131
2019-05-19,Baiyun,白云站,工业区,57.4,116.5,38.0,35.0,132
2019-05-20,Tianhe,天河站,商业区,31.4,54.1,38.0,35.0,95
2019-05-20,Yuexiu,越秀站,居民区,49.4,93.4,38.0,35.0,121
2019-05-20,Baiyun,白云站,工业区,56.5,102.0,38.0,35.0,131
2019-05-21,Tianhe,天河站,商业区,27.4,45.7,38.0,35.0,89
2019-05-21,Yuexiu,越秀站,居民区,51.3,82.3,38.0,35.0,123
2019-05-21,Baiyun,白云站,工业区,61.7,116.5,38.0,35.0,138
2019-05-22,Tianhe,天河站,商业区,41.4,76.0,38.0,35.0,109
2019-05-22,Yuexiu,越秀站,居民区,41.1,72.3,38.0,35.0,109
2019-05-22,Baiyun,白云站,工业区,66.7,122.2,38.0,35.0,145
2019-05-23,Tianhe,天河站,商业区,39.8,73.5,38.0,35.0,107
2019-05-23,Yuexiu,越秀站,居民区,53.2,73.9,38.0,35.0,126
2019-05-23,Baiyun,白云站,工业区,71.8,124.3,38.0,35.0,153
2019-05-24,Tianhe,天河站,商业区,46.4,94.7,38.0,35.0,116
2019-05-24,Yuexiu,越秀站,居民区,38.1,63.2,38.0,35.0,104
2019-05-24,Baiyun,白云站,工业区,58.5,96.1,38.0,35.0,134
2019-05-25,Tianhe,天河站,商业区,55.0,89.6,38.0,35.0,129
2019-05-25,Yuexiu,越秀站,居民区,44.0,81.0,38.0,35.0,113
2019-05-25,Baiyun,白云站,工业区,50.1,86.2,38.0,35.0,122
2019-05-26,Tianhe,天河站,商业区,45.7,79.3,38.0,35.0,115
2019-05-26,Yuexiu,越秀站,居民区,47.4,80.2,38.0,35.0,118
2019-05-26,Baiyun,白云站,工业区,47.2,88.1,38.0,35.0,117
2019-05-27,Tianhe,天河站,商业区,55.2,99.5,38.0,35.0,129
2019-05-27,Yuexiu,越秀站,居民区,49.6,96.2,38.0,35.0,121
2019-05-27,Baiyun,白云站,工业区,49.5,105.9,38.0,35.0,121
2019-05-28,Tianhe,天河站,商业区,45.0,95.7,38.0,35.0,114
2019-05-28,Yuexiu,越秀站,居民区,42.7,92.5,38.0,35.0,111
2019-05-28,Baiyun,白云站,工业区,68.2,130.4,38.0,35.0,147
2019-05-29,Tianhe,天河站,商业区,45.2,79.1,38.0,35.0,115
2019-05-29,Yuexiu,越秀站,居民区,56.7,103.6,38.0,35.0,131
2019-05-29,Baiyun,白云站,工业区,43.1,67.9,38.0,35.0,112
2019-05-30,Tianhe,天河站,商业区,42.4,79.0,38.0,35.0,111
2019-05-30,Yuexiu,越秀站,居民区,47.6,97.3,38.0,35.0,118
2019-05-30,Baiyun,白云站,工业区,43.2,79.1,38.0,35.0,112
2019-05-31,Tianhe,天河站,商业区,31.8,62.0,38.0,35.0,95
2019-05-31,Yuexiu,越秀站,居民区,47.3,89.2,38.0,35.0,118
2019-05-31,Baiyun,白云站,工业区,53.2,109.4,38.0,35.0,126
2019-06-01,Tianhe,天河站,商业区,46.3,88.6,40.0,50.0,116
2019-06-01,Yuexiu,越秀站,居民区,43.1,82.7,40.0,50.0,112
2019-06-01,Baiyun,白云站,工业区,50.1,98.7,40.0,50.0,122
2019-06-02,Tianhe,天河站,商业区,49.9,100.5,40.0,50.0,121
2019-06-02,Yuexiu,越秀站,居民区,39.2,73.4,40.0,50.0,106
2019-06-02,Baiyun,白云站,工业区,45.1,86.4,40.0,50.0,114
2019-06-03,Tianhe,天河站,商业区,42.7,60.9,40.0,50.0,111
2019-06-03,Yuexiu,越秀站,居民区,36.3,63.3,40.0,50.0,102
2019-06-03,Baiyun,白云站,工业区,53.5,83.3,40.0,50.0,126
2019-06-04,Tianhe,天河站,商业区,42.3,78.3,40.0,50.0,110
2019-06-04,Yuexiu,越秀站,居民区,42.7,70.4,40.0,50.0,111
2019-06-04,Baiyun,白云站,工业区,64.8,138.1,40.0,50.0,143
2019-06-05,Tianhe,天河站,商业区,37.1,62.2,40.0,50.0,103
2019-06-05,Yuexiu,越秀站,居民区,47.2,81.7,40.0,50.0,117
2019-06-05,Baiyun,白云站,工业区,54.8,106.8,40.0,50.0,128
2019-06-06,Tianhe,天河站,商业区,28.5,58.9,40.0,50.0,91
2019-06-06,Yuexiu,越秀站,居民区,44.5,76.4,40.0,50.0,114
2019-06-06,Baiyun,白云站,工业区,55.3,99.0,40.0,50.0,129
2019-06-07,Tianhe,天河站,商业区,29.6,62.2,40.0,50.0,92
2019-06-07,Yuexiu,越秀站,居民区,44.3,83.6,40.0,50.0,113
2019-06-07,Baiyun,白云站,工业区,64.0,102.1,40.0,50.0,141
2019-06-08,Tianhe,天河站,商业区,42.8,74.8,40.0,50.0,111
2019-06-08,Yuexiu,越秀站,居民区,49.6,68.2,40.0,50.0,121
2019-06-08,Baiyun,白云站,工业区,55.2,92.7,40.0,50.0,129
2019-06-09,Tianhe,天河站,商业区,42.6,80.7,40.0,50.0,111
2019-06-09,Yuexiu,越秀站,居民区,39.3,65.2,40.0,50.0,106
2019-06-09,Baiyun,白云站,工业区,55.1,89.3,40.0,50.0,129
2019-06-10,Tianhe,天河站,商业区,45.1,77.8,40.0,50.0,114
2019-06-10,Yuexiu,越秀站,居民区,24.8,42.8,40.0,50.0,85
2019-06-10,Baiyun,白云站,工业区,47.3,69.7,40.0,50.0,118
2019-06-11,Tianhe,天河站,商业区,32.6,59.3,40.0,50.0,97
2019-06-11,Yuexiu,越秀站,居民区,52.8,98.3,40.0,50.0,125
2019-06-11,Baiyun,白云站,工业区,50.9,96.3,40.0,50.0,123
2019-06-12,Tianhe,天河站,商业区,37.2,61.9,40.0,50.0,103
2019-06-12,Yuexiu,越秀站,居民区,36.4,52.7,40.0,50.0,102
2019-06-12,Baiyun,白云站,工业区,52.7,96.6,40.0,50.0,125
2019-06-13,Tianhe,天河站,商业区,39.4,67.7,40.0,50.0,106
2019-06-13,Yuexiu,越秀站,居民区,37.8,72.6,40.0,50.0,104
2019-06-13,Baiyun,白云站,工业区,44.9,87.9,40.0,50.0,114
2019-06-14,Tianhe,天河站,商业区,34.0,56.1,40.0,50.0,99
2019-06-14,Yuexiu,越秀站,居民区,34.3,58.3,40.0,50.0,99
2019-06-14,Baiyun,白云站,工业区,64.2,122.2,40.0,50.0,142
2019-06-15,Tianhe,天河站,商业区,45.9,87.4,40.0,50.0,116
2019-06-15,Yuexiu,越秀站,居民区,36.7,63.7,40.0,50.0,102
2019-06-15,Baiyun,白云站,工业区,49.4,102.2,40.0,50.0,121
2019-06-16,Tianhe,天河站,商业区,32.8,64.9,40.0,50.0,97
2019-06-16,Yuexiu,越秀站,居民区,49.9,108.1,40.0,50.0,121
2019-06-16,Baiyun,白云站,工业区,52.6,102.1,40.0,50.0,125
2019-06-17,Tianhe,天河站,商业区,53.7,90.0,40.0,50.0,127
2019-06-17,Yuexiu,越秀站,居民区,33.9,48.2,40.0,50.0,98
2019-06-17,Baiyun,白云站,工业区,62.0,88.2,40.0,50.0,139
2019-06-18,Tianhe,天河站,商业区,37.8,71.3,40.0,50.0,104
2019-06-18,Yuexiu,越秀站,居民区,45.2,85.2,40.0,50.0,115
2019-06-18,Baiyun,白云站,工业区,57.9,119.0,40.0,50.0,133
2019-06-19,Tianhe,天河站,商业区,34.3,57.1,40.0,50.0,99
2019-06-19,Yuexiu,越秀站,居民区,38.9,76.5,40.0,50.0,106
2019-06-19,Baiyun,白云站,工业区,63.6,120.2,40.0,50.0,141
2019-06-20,Tianhe,天河站,商业区,47.1,73.7,40.0,50.0,117
2019-06-20,Yuexiu,越秀站,居民区,55.0,115.8,40.0,50.0,129
2019-06-20,Baiyun,白云站,工业区,62.2,134.1,40.0,50.0,139
2019-06-21,Tianhe,天河站,商业区,30.1,51.0,40.0,50.0,93
2019-06-21,Yuexiu,越秀站,居民区,39.1,76.1,40.0,50.0,106
2019-06-21,Baiyun,白云站,工业区,47.2,92.1,40.0,50.0,117
2019-06-22,Tianhe,天河站,商业区,48.2,93.5,40.0,50.0,119
2019-06-22,Yuexiu,越秀站,居民区,45.9,73.5,40.0,50.0,116
2019-06-22,Baiyun,白云站,工业区,48.9,100.2,40.0,50.0,120
2019-06-23,Tianhe,天河站,商业区,44.7,80.1,40.0,50.0,114
2019-06-23,Yuexiu,越秀站,居民区,41.2,57.5,40.0,50.0,109
2019-06-23,Baiyun,白云站,工业区,47.0,102.6,40.0,50.0,117
2019-06-24,Tianhe,天河站,商业区,32.3,59.4,40.0,50.0,96
2019-06-24,Yuexiu,越秀站,居民区,50.6,78.5,40.0,50.0,122
2019-06-24,Baiyun,白云站,工业区,57.6,114.4,40.0,50.0,132
2019-06-25,Tianhe,天河站,商业区,40.1,95.1,40.0,50.0,107
2019-06-25,Yuexiu,越秀站,居民区,33.0,66.4,40.0,50.0,97
2019-06-25,Baiyun,白云站,工业区,54.5,106.6,40.0,50.0,128
2019-06-26,Tianhe,天河站,商业区,42.6,70.5,40.0,50.0,111
2019-06-26,Yuexiu,越秀站,居民区,45.5,65.0,40.0,50.0,115
2019-06-26,Baiyun,白云站,工业区,61.1,113.6,40.0,50.0,137
2019-06-27,Tianhe,天河站,商业区,43.8,88.2,40.0,50.0,113
2019-06-27,Yuexiu,越秀站,居民区,46.4,84.9,40.0,50.0,116
2019-06-27,Baiyun,白云站,工业区,48.6,80.6,40.0,50.0,119
2019-06-28,Tianhe,天河站,商业区,47.1,98.4,40.0,50.0,117
2019-06-28,Yuexiu,越秀站,居民区,42.4,76.8,40.0,50.0,111
2019-06-28,Baiyun,白云站,工业区,48.4,98.5,40.0,50.0,119
2019-06-29,Tianhe,天河站,商业区,44.0,96.3,40.0,50.0,113
2019-06-29,Yuexiu,越秀站,居民区,38.2,65.9,40.0,50.0,105
2019-06-29,Baiyun,白云站,工业区,57.9,111.8,40.0,50.0,133
2019-06-30,Tianhe,天河站,商业区,38.7,62.9,40.0,50.0,105
2019-06-30,Yuexiu,越秀站,居民区,49.8,96.9,40.0,50.0,121
2019-06-30,Baiyun,白云站,工业区,48.3,100.0,40.0,50.0,119
2019-07-01,Tianhe,天河站,商业区,41.1,75.2,38.0,65.0,109
2019-07-01,Yuexiu,越秀站,居民区,39.0,74.4,38.0,65.0,106
2019-07-01,Baiyun,白云站,工业区,42.7,77.1,38.0,65.0,111
2019-07-02,Tianhe,天河站,商业区,23.7,46.8,38.0,65.0,84
2019-07-02,Yuexiu,越秀站,居民区,29.5,61.9,38.0,65.0,92
2019-07-02,Baiyun,白云站,工业区,46.6,81.9,38.0,65.0,117
2019-07-03,Tianhe,天河站,商业区,31.7,55.2,38.0,65.0,95
2019-07-03,Yuexiu,越秀站,居民区,46.7,60.8,38.0,65.0,117
2019-07-03,Baiyun,白云站,工业区,58.4,109.0,38.0,65.0,133
2019-07-04,Tianhe,天河站,商业区,28.7,45.4,38.0,65.0,91
2019-07-04,Yuexiu,越秀站,居民区,48.2,77.6,38.0,65.0,119
2019-07-04,Baiyun,白云站,工业区,40.5,82.2,38.0,65.0,108
2019-07-05,Tianhe,天河站,商业区,36.8,59.3,38.0,65.0,103
2019-07-05,Yuexiu,越秀站,居民区,39.8,63.4,38.0,65.0,107
2019-07-05,Baiyun,白云站,工业区,57.1,114.9,38.0,65.0,132
2019-07-06,Tianhe,天河站,商业区,37.8,70.8,38.0,65.0,104
2019-07-06,Yuexiu,越秀站,居民区,48.7,87.6,38.0,65.0,120
2019-07-06,Baiyun,白云站,工业区,40.3,76.2,38.0,65.0,108
2019-07-07,Tianhe,天河站,商业区,46.0,73.4,38.0,65.0,116
2019-07-07,Yuexiu,越秀站,居民区,36.4,68.6,38.0,65.0,102
2019-07-07,Baiyun,白云站,工业区,48.6,77.9,38.0,65.0,119
2019-07-08,Tianhe,天河站,商业区,40.9,92.6,38.0,65.0,108
2019-07-08,Yuexiu,越秀站,居民区,39.6,64.2,38.0,65.0,107
2019-07-08,Baiyun,白云站,工业区,37.6,69.6,38.0,65.0,104
2019-07-09,Tianhe,天河站,商业区,40.8,77.3,38.0,65.0,108
2019-07-09,Yuexiu,越秀站,居民区,38.5,64.7,38.0,65.0,105
2019-07-09,Baiyun,白云站,工业区,41.0,80.6,38.0,65.0,109
2019-07-10,Tianhe,天河站,商业区,39.8,59.3,38.0,65.0,107
2019-07-10,Yuexiu,越秀站,居民区,47.7,91.3,38.0,65.0,118
2019-07-10,Baiyun,白云站,工业区,59.3,90.8,38.0,65.0,135
2019-07-11,Tianhe,天河站,商业区,27.8,49.3,38.0,65.0,90
2019-07-11,Yuexiu,越秀站,居民区,41.4,89.4,38.0,65.0,109
2019-07-11,Baiyun,白云站,工业区,54.2,94.9,38.0,65.0,127
2019-07-12,Tianhe,天河站,商业区,29.6,60.6,38.0,65.0,92
2019-07-12,Yuexiu,越秀站,居民区,32.9,70.0,38.0,65.0,97
2019-07-12,Baiyun,白云站,工业区,46.9,99.4,38.0,65.0,117
2019-07-13,Tianhe,天河站,商业区,38.6,68.4,38.0,65.0,105
2019-07-13,Yuexiu,越秀站,居民区,35.5,61.5,38.0,65.0,101
2019-07-13,Baiyun,白云站,工业区,52.1,94.7,38.0,65.0,124
2019-07-14,Tianhe,天河站,商业区,31.9,56.3,38.0,65.0,96
2019-07-14,Yuexiu,越秀站,居民区,39.0,53.5,38.0,65.0,106
2019-07-14,Baiyun,白云站,工业区,52.4,84.0,38.0,65.0,125
2019-07-15,Tianhe,天河站,商业区,28.9,42.3,38.0,65.0,91
2019-07-15,Yuexiu,越秀站,居民区,28.1,43.0,38.0,65.0,90
2019-07-15,Baiyun,白云站,工业区,43.8,95.9,38.0,65.0,113
2019-07-16,Tianhe,天河站,商业区,32.2,59.2,38.0,65.0,96
2019-07-16,Yuexiu,越秀站,居民区,40.8,74.5,38.0,65.0,108
2019-07-16,Baiyun,白云站,工业区,48.4,75.6,38.0,65.0,119
2019-07-17,Tianhe,天河站,商业区,42.6,92.1,38.0,65.0,111
2019-07-17,Yuexiu,越秀站,居民区,28.8,45.9,38.0,65.0,91
2019-07-17,Baiyun,白云站,工业区,46.9,75.4,38.0,65.0,117
2019-07-18,Tianhe,天河站,商业区,37.7,62.3,38.0,65.0,104
2019-07-18,Yuexiu,越秀站,居民区,51.0,104.0,38.0,65.0,123
2019-07-18,Baiyun,白云站,工业区,50.6,101.4,38.0,65.0,122
2019-07-19,Tianhe,天河站,商业区,40.8,68.8,38.0,65.0,108
2019-07-19,Yuexiu,越秀站,居民区,33.8,61.3,38.0,65.0,98
2019-07-19,Baiyun,白云站,工业区,55.3,101.1,38.0,65.0,129
2019-07-20,Tianhe,天河站,商业区,26.7,43.8,38.0,65.0,88
2019-07-20,Yuexiu,越秀站,居民区,38.1,68.0,38.0,65.0,104
2019-07-20,Baiyun,白云站,工业区,63.5,96.7,38.0,65.0,141
2019-07-21,Tianhe,天河站,商业区,37.7,79.0,38.0,65.0,104
2019-07-21,Yuexiu,越秀站,居民区,51.6,88.7,38.0,65.0,124
2019-07-21,Baiyun,白云站,工业区,52.6,100.7,38.0,65.0,125
2019-07-22,Tianhe,天河站,商业区,36.0,64.1,38.0,65.0,101
2019-07-22,Yuexiu,越秀站,居民区,41.0,53.1,38.0,65.0,109
2019-07-22,Baiyun,白云站,工业区,54.0,98.6,38.0,65.0,127
2019-07-23,Tianhe,天河站,商业区,33.8,74.7,38.0,65.0,98
2019-07-23,Yuexiu,越秀站,居民区,34.6,59.5,38.0,65.0,99
2019-07-23,Baiyun,白云站,工业区,63.6,104.0,38.0,65.0,141
2019-07-24,Tianhe,天河站,商业区,32.1,56.9,38.0,65.0,96
2019-07-24,Yuexiu,越秀站,居民区,43.4,79.8,38.0,65.0,112
2019-07-24,Baiyun,白云站,工业区,39.5,66.9,38.0,65.0,106
2019-07-25,Tianhe,天河站,商业区,31.8,56.8,38.0,65.0,95
2019-07-25,Yuexiu,越秀站,居民区,41.0,77.2,38.0,65.0,109
2019-07-25,Baiyun,白云站,工业区,35.9,72.4,38.0,65.0,101
2019-07-26,Tianhe,天河站,商业区,36.3,75.4,38.0,65.0,102
2019-07-26,Yuexiu,越秀站,居民区,41.1,83.0,38.0,65.0,109
2019-07-26,Baiyun,白云站,工业区,52.4,108.5,38.0,65.0,125
2019-07-27,Tianhe,天河站,商业区,37.7,67.2,38.0,65.0,104
2019-07-27,Yuexiu,越秀站,居民区,51.6,102.1,38.0,65.0,124
2019-07-27,Baiyun,白云站,工业区,53.2,82.2,38.0,65.0,126
2019-07-28,Tianhe,天河站,商业区,28.2,52.5,38.0,65.0,90
